description,label
แจ้งเรื่องขอทานเด็กบริเวณสะพานลอยข้ามคลองแสนแสบซอยเพชรบุรี 38,คนไร้บ้าน&ขอทาน
แจ้งต้นไม้พาดสายไฟค่ะ,ต้นไม้
พบขอทาน นั่งริมทางเท้า บริเวณสะพานลอย หน้าห้าง central world ข้ามไปยัง บิกซี มีทั้ง 2 ฟาก,คนไร้บ้าน&ขอทาน
ป้ายรถเมล์ฝั่งตรงข้ามวัดปริวาส ถนนพระราม 3 หลุดออกจากตัวล๊อกที่นั่ง,รถสาธารณะ
พื้นถนนสะพานข้ามแยกประชานุกูล ยังไม่มีการแก้ไขเลย ทำให้เวลาขับรถอันตรายมากเลยค่ะ เห็นแจ้งว่าจะปรับปรุงพื้นผิว แต่ตอนนี้ยังไม่ได้ทำอะไรดลยค่ะ,"('ถนน', 'พื้นผิวถนนชำรุด')"
อยากให้ช่วยปรับปรุงระบบน้ำให้กลับมาใส ทำให้มีปลาในคลอง อีกครั้งครับ,"('ขยะ', 'น้ำเน่าเสีย')"
หน้าบ้านเลขที่ 165 ถนนพระสุเมรุ แขวงตลาดยอด เขตพระนคร กรุงเทพ ตัวบล็อคอิฐบนทางเท้ามีน้ำ เวลาเดินไปเหยียบน้ำพุ่งขึ้นมา,"('ทางเท้า', 'ทางเท้าชำรุด')"
น้ำตอนเช้าไม่ไหลเลยค่ะ อาบไม่ได้เลย,ประปา
ฝาท่อชำรุด ทางเท้าไม่สะดวกเดิน ต้องลงถนน แต่เจอฝาท่อชำรุด,"('ทางเท้า', 'ท่อระบายน้ำบนทางเท้า')"
ทดสอบระบบบางกะปิ,reject
สาดน้ำใส่บ้านฉัน เนื่องจากแจ้งเขตก่อนหน้า,reject
เรื่องที่ต้องการแจ้ง: ไม้เลื้อยจากซอยกลับชมขาดคนดูแล ไม้เลื้อยพาดเข้ามาในแนวกำแพงหมู่บ้านธนาพัฒน์จนรกรุงรัง,ต้นไม้
ท้ายซอยไม่มีถนน,"('ถนน', 'พื้นผิวถนนชำรุด')"
ส่องไฟฉายรบกวนประชาชน อาสาจราจรอุดมสุข ใต้บีทีเอส,"('ไฟฟ้า', 'ไฟส่องสว่าง')"
ร้านขายก๋วยเตี๋ยวบนถนนสามเสน ด้านข้างเซเว่นอีเลฟเวน สาขาเทเวศน์ 3 ด้านหน้าร้านอุดมโลหะกิจ ตั้งร้านและโต๊ะเก้าอี้สำหรับนั่งกินบนทางเท้า แทบไม่เหลือที่ให้คนเดิน ถ้าเป็นผู้พิการใช้รถเข็นจะไม่สามารถผ่านจุดนี้ได้,การเข้าถึงของคนพิการ&ผู้สูงอายุ
